"customerid","last_purcahsed_day","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"17400.0","5","5054","5","2129.96",2,4,5,"245","Others"
"13513.0","5","5054","1","205.10",2,1,1,"211","At Risk"
"16174.0","5","5054","3","1009.55",2,3,4,"234","Others"
"13082.0","5","5054","10","3595.48",2,5,5,"255","Others"
"17457.0","5","5054","5","1737.70",2,4,4,"244","Others"
"14331.0","7","5052","2","462.66",2,2,2,"222","At Risk"
"13248.0","7","5052","2","465.68",2,2,3,"223","At Risk"
"14053.0","7","5052","2","260.25",2,2,2,"222","At Risk"
"14079.0","7","5052","1","375.10",2,2,2,"222","At Risk"
"13752.0","7","5052","6","1186.28",2,4,4,"244","Others"
"15985.0","8","5051","3","1037.42",2,3,4,"234","Others"
"16788.0","8","5051","2","597.48",2,2,3,"223","At Risk"
"16951.0","8","5051","4","1262.75",2,4,4,"244","Others"
"17085.0","8","5051","6","1555.05",2,4,4,"244","Others"
"17331.0","8","5051","1","175.20",2,1,1,"211","At Risk"
"13869.0","8","5051","4","3104.95",2,4,5,"245","Others"
"13162.0","9","5050","5","1644.99",2,4,4,"244","Others"
"13280.0","9","5050","3","814.86",2,3,3,"233","Others"
"12929.0","9","5050","2","105.10",2,3,1,"231","Others"
"14127.0","9","5050","3","709.71",2,3,3,"233","Others"
"13355.0","9","5050","1","674.70",2,2,3,"223","At Risk"
"13217.0","9","5050","5","133.62",2,4,1,"241","Others"
"15247.0","9","5050","1","356.00",2,1,2,"212","At Risk"
"17994.0","10","5049","6","629.69",2,4,3,"243","Others"
"14024.0","10","5049","2","327.70",2,3,2,"232","Others"
"13388.0","10","5049","3","627.15",2,3,3,"233","Others"
"13645.0","11","5048","1","252.10",2,1,2,"212","At Risk"
"14346.0","11","5048","2","1021.58",2,3,4,"234","Others"
"13307.0","11","5048","1","15.00",2,2,1,"221","At Risk"
"12693.0","11","5048","6","830.96",2,4,3,"243","Others"
"17429.0","11","5048","4","512.12",2,4,3,"243","Others"
"17531.0","11","5048","2","293.45",2,2,2,"222","At Risk"
"17248.0","11","5048","1","318.65",2,1,2,"212","At Risk"
"13722.0","11","5048","4","2369.16",2,4,5,"245","Others"
"15581.0","11","5048","14","3429.97",2,5,5,"255","Others"
"13888.0","12","5047","2","605.63",2,3,3,"233","Others"
"17642.0","12","5047","2","712.29",2,2,3,"223","At Risk"
"13873.0","12","5047","4","381.70",2,4,2,"242","Others"
"14406.0","12","5047","1","156.75",2,1,1,"211","At Risk"
"17122.0","12","5047","1","138.32",2,1,1,"211","At Risk"
"16045.0","12","5047","4","1340.70",2,4,4,"244","Others"
"15192.0","12","5047","3","1044.32",2,3,4,"234","Others"
"16317.0","12","5047","3","1341.65",2,3,4,"234","Others"
"15689.0","12","5047","2","254.10",2,2,2,"222","At Risk"
"14855.0","12","5047","2","645.65",2,3,3,"233","Others"
"12399.0","12","5047","4","1108.65",2,4,4,"244","Others"
"16292.0","14","5045","2","280.90",2,2,2,"222","At Risk"
"15683.0","14","5045","1","193.75",2,1,1,"211","At Risk"
"13116.0","14","5045","2","485.19",2,2,3,"223","At Risk"
"13799.0","15","5044","2","688.86",2,2,3,"223","At Risk"
"18143.0","15","5044","2","1000.16",2,3,4,"234","Others"
"16272.0","15","5044","1","411.70",2,2,2,"222","At Risk"
"17252.0","15","5044","2","353.86",2,3,2,"232","Others"
"16902.0","15","5044","1","1706.88",2,2,4,"224","At Risk"
"15480.0","15","5044","1","905.50",2,2,3,"223","At Risk"
"15624.0","15","5044","4","588.13",2,4,3,"243","Others"
"17958.0","15","5044","1","508.46",2,2,3,"223","At Risk"
"13720.0","15","5044","4","799.90",2,4,3,"243","Others"
"12758.0","15","5044","2","2791.59",2,2,5,"225","At Risk"
"13621.0","15","5044","1","213.85",2,1,1,"211","At Risk"
"16961.0","15","5044","1","234.17",2,1,1,"211","At Risk"
"15342.0","15","5044","2","391.76",2,3,2,"232","Others"
"15768.0","16","5043","4","581.83",2,4,3,"243","Others"
"15002.0","16","5043","4","1641.76",2,4,4,"244","Others"
"12641.0","16","5043","1","185.90",2,1,1,"211","At Risk"
"17048.0","16","5043","6","864.32",2,4,3,"243","Others"
"16927.0","16","5043","3","543.05",2,3,3,"233","Others"
"14006.0","16","5043","3","962.19",2,3,4,"234","Others"
"14918.0","16","5043","2","1610.15",2,2,4,"224","At Risk"
"16755.0","17","5042","5","1484.63",2,4,4,"244","Others"
"17070.0","17","5042","1","312.14",2,1,2,"212","At Risk"
"14323.0","17","5042","4","574.26",2,4,3,"243","Others"
"15734.0","17","5042","2","1339.45",2,3,4,"234","Others"
"13655.0","17","5042","2","932.97",2,3,4,"234","Others"
"18073.0","17","5042","13","3864.44",2,5,5,"255","Others"
"17398.0","17","5042","3","653.38",2,3,3,"233","Others"
"15541.0","17","5042","1","85.13",2,2,1,"221","At Risk"
"12729.0","18","5041","1","453.01",2,2,2,"222","At Risk"
"12688.0","18","5041","1","4873.81",2,1,5,"215","At Risk"
"16582.0","18","5041","1","313.62",2,1,2,"212","At Risk"
"15797.0","18","5041","4","2207.40",2,4,5,"245","Others"
"13273.0","18","5041","1","138.98",2,1,1,"211","At Risk"
"17742.0","18","5041","2","355.11",2,3,2,"232","Others"
"18248.0","18","5041","4","783.02",2,4,3,"243","Others"
"15472.0","18","5041","1","371.56",2,2,2,"222","At Risk"
"15232.0","18","5041","2","612.06",2,3,3,"233","Others"
"17045.0","18","5041","3","339.44",2,3,2,"232","Others"
"13027.0","18","5041","6","6912.00",2,4,5,"245","Others"
"18178.0","18","5041","6","1573.41",2,4,4,"244","Others"
"12418.0","19","5040","1","668.58",2,2,3,"223","At Risk"
"15396.0","19","5040","1","288.18",2,1,2,"212","At Risk"
"12968.0","19","5040","1","135.95",2,1,1,"211","At Risk"
"14745.0","19","5040","6","1167.16",2,4,4,"244","Others"
"15938.0","19","5040","5","404.58",2,4,2,"242","Others"
"14772.0","19","5040","1","139.26",2,1,1,"211","At Risk"
"13242.0","19","5040","3","270.40",2,3,2,"232","Others"
"16419.0","19","5040","7","959.48",2,4,4,"244","Others"
"14224.0","21","5038","4","1050.12",2,4,4,"244","Others"
"14460.0","21","5038","4","383.34",2,4,2,"242","Others"
"17029.0","21","5038","2","716.00",2,2,3,"223","At Risk"
"14566.0","21","5038","1","1432.00",2,2,4,"224","At Risk"
"15313.0","21","5038","1","52.00",2,2,1,"221","At Risk"
"14013.0","21","5038","3","473.02",2,3,3,"233","Others"
"14246.0","21","5038","3","1474.06",2,3,4,"234","Others"
"14045.0","22","5037","4","1659.75",2,4,4,"244","Others"
"14265.0","22","5037","2","530.18",2,2,3,"223","At Risk"
"16952.0","22","5037","2","167.61",2,3,1,"231","Others"
"17083.0","22","5037","3","1405.78",2,3,4,"234","Others"
"12363.0","22","5037","2","552.00",2,2,3,"223","At Risk"
"13933.0","22","5037","2","608.79",2,3,3,"233","Others"
"17585.0","22","5037","4","1133.07",2,4,4,"244","Others"
"13140.0","23","5036","3","423.72",2,3,2,"232","Others"
"13425.0","23","5036","3","1624.21",2,3,4,"234","Others"
"12593.0","23","5036","3","418.10",2,3,2,"232","Others"
"16550.0","23","5036","9","2266.25",2,5,5,"255","Others"
"14930.0","23","5036","3","2372.86",2,3,5,"235","Others"
"18018.0","23","5036","2","122.14",2,3,1,"231","Others"
"14364.0","23","5036","8","3717.35",2,5,5,"255","Others"
"14523.0","23","5036","1","241.09",2,1,2,"212","At Risk"
"17242.0","23","5036","2","1135.04",2,3,4,"234","Others"
"13593.0","23","5036","6","1990.28",2,4,4,"244","Others"
"14301.0","24","5035","2","632.04",2,3,3,"233","Others"
"16302.0","24","5035","2","212.82",2,2,1,"221","At Risk"
"15800.0","24","5035","2","699.08",2,2,3,"223","At Risk"
"12853.0","24","5035","9","1881.70",2,5,4,"254","Others"
"13411.0","24","5035","1","213.55",2,1,1,"211","At Risk"
"14407.0","24","5035","9","2111.08",2,5,5,"255","Others"
"16340.0","24","5035","1","549.07",2,2,3,"223","At Risk"
"17268.0","24","5035","4","763.64",2,4,3,"243","Others"
"17256.0","24","5035","2","240.00",2,2,2,"222","At Risk"
"14973.0","24","5035","3","1314.45",2,3,4,"234","Others"
"15812.0","24","5035","5","1801.14",2,4,4,"244","Others"
"12649.0","24","5035","4","603.71",2,4,3,"243","Others"
"17869.0","24","5035","5","428.18",2,4,2,"242","Others"
"16536.0","24","5035","2","539.02",2,2,3,"223","At Risk"
"16859.0","25","5034","5","473.14",2,4,3,"243","Others"
"16429.0","25","5034","1","284.55",2,1,2,"212","At Risk"
"13000.0","25","5034","3","534.85",2,3,3,"233","Others"
"15263.0","25","5034","1","156.51",2,1,1,"211","At Risk"
"14055.0","25","5034","1","725.64",2,2,3,"223","At Risk"
"12624.0","25","5034","2","641.13",2,3,3,"233","Others"
"16503.0","25","5034","5","1421.43",2,4,4,"244","Others"
"14314.0","25","5034","1","120.00",2,1,1,"211","At Risk"
"14196.0","25","5034","1","335.52",2,1,2,"212","At Risk"
"17844.0","25","5034","1","51.56",2,2,1,"221","At Risk"
"18200.0","25","5034","1","163.80",2,1,1,"211","At Risk"
"17189.0","25","5034","2","384.40",2,3,2,"232","Others"
"14687.0","25","5034","1","628.38",2,2,3,"223","At Risk"
"15663.0","25","5034","1","138.14",2,1,1,"211","At Risk"
"16093.0","25","5034","1","17.00",2,2,1,"221","At Risk"
"17134.0","25","5034","2","425.00",2,3,2,"232","Others"
"12715.0","25","5034","1","353.86",2,1,2,"212","At Risk"
"13489.0","26","5033","4","449.52",2,4,2,"242","Others"
"15074.0","26","5033","1","748.87",2,2,3,"223","At Risk"
"16641.0","26","5033","1","231.10",2,1,1,"211","At Risk"
"17146.0","26","5033","3","749.78",2,3,3,"233","Others"
"13003.0","26","5033","3","149.05",2,3,1,"231","Others"
"15641.0","26","5033","4","1887.20",2,4,4,"244","Others"
"13778.0","28","5031","1","178.70",2,1,1,"211","At Risk"
"15569.0","28","5031","5","1375.71",2,4,4,"244","Others"
"16806.0","28","5031","4","801.49",2,4,3,"243","Others"
"14472.0","28","5031","8","1936.84",2,5,4,"254","Others"
"16816.0","28","5031","4","417.06",2,4,2,"242","Others"
"15095.0","28","5031","5","1364.70",2,4,4,"244","Others"
"15325.0","28","5031","1","162.29",2,1,1,"211","At Risk"
"13301.0","28","5031","4","618.09",2,4,3,"243","Others"
"12814.0","30","5029","1","125.92",2,1,1,"211","At Risk"
"15866.0","30","5029","1","230.53",2,1,1,"211","At Risk"
"14078.0","30","5029","6","1049.37",2,4,4,"244","Others"
"17298.0","30","5029","2","498.42",2,2,3,"223","At Risk"
"17747.0","31","5028","2","64.65",2,3,1,"231","Others"
"16780.0","31","5028","2","425.19",2,2,2,"222","At Risk"
"17320.0","31","5028","3","1200.62",2,3,4,"234","Others"
"14513.0","31","5028","4","438.49",2,4,2,"242","Others"
"13466.0","31","5028","2","297.95",2,2,2,"222","At Risk"
"16083.0","31","5028","2","1317.62",2,2,4,"224","At Risk"
"17588.0","31","5028","3","1240.20",2,3,4,"234","Others"
"15625.0","31","5028","8","1504.56",2,5,4,"254","Others"
"15260.0","31","5028","8","1780.77",2,5,4,"254","Others"
"15596.0","31","5028","9","1343.34",2,5,4,"254","Others"
"16180.0","31","5028","10","10217.48",2,5,5,"255","Others"
"13470.0","1","5027","2","165.00",2,3,1,"231","Others"
"13045.0","1","5027","1","305.28",2,1,2,"212","At Risk"
"13099.0","1","5027","1","207.36",2,1,1,"211","At Risk"
"16456.0","1","5027","5","2158.37",2,4,5,"245","Others"
"13376.0","1","5027","3","1019.76",2,3,4,"234","Others"
"16808.0","1","5027","2","288.42",2,2,2,"222","At Risk"
"15829.0","1","5027","2","636.14",2,3,3,"233","Others"
"12436.0","1","5027","1","509.01",2,2,3,"223","At Risk"
"13631.0","1","5027","12","3021.77",2,5,5,"255","Others"
"18027.0","2","5026","1","115.31",2,1,1,"211","At Risk"
"16092.0","2","5026","5","779.36",2,4,3,"243","Others"
"14463.0","2","5026","3","529.62",2,3,3,"233","Others"
"18087.0","2","5026","4","3770.12",2,4,5,"245","Others"
"14171.0","2","5026","1","363.79",2,1,2,"212","At Risk"
"14436.0","2","5026","1","89.06",2,2,1,"221","At Risk"
"17722.0","4","5024","6","2380.64",2,4,5,"245","Others"
"17050.0","4","5024","6","3228.84",2,4,5,"245","Others"
"17774.0","4","5024","5","1215.46",2,4,4,"244","Others"
"14965.0","4","5024","2","599.00",2,2,3,"223","At Risk"
"17229.0","4","5024","2","318.76",2,2,2,"222","At Risk"
"16761.0","4","5024","1","316.62",2,1,2,"212","At Risk"
"13548.0","4","5024","2","682.41",2,2,3,"223","At Risk"
"13240.0","4","5024","4","663.65",2,4,3,"243","Others"
"12710.0","4","5024","4","1130.57",2,4,4,"244","Others"
"12851.0","4","5024","1","135.18",2,1,1,"211","At Risk"
"13851.0","5","5023","3","2651.46",2,3,5,"235","Others"
"15307.0","5","5023","1","205.30",2,1,1,"211","At Risk"
"13744.0","5","5023","2","1156.36",2,3,4,"234","Others"
"13748.0","5","5023","5","948.25",2,4,4,"244","Others"
"18196.0","5","5023","2","689.13",2,2,3,"223","At Risk"
"12816.0","5","5023","2","572.20",2,2,3,"223","At Risk"
"14565.0","5","5023","6","3073.77",2,4,5,"245","Others"
"12502.0","5","5023","5","3723.87",2,4,5,"245","Others"
"12422.0","5","5023","3","803.56",2,3,3,"233","Others"
"16172.0","5","5023","5","1140.21",2,4,4,"244","Others"
"13192.0","5","5023","2","911.94",2,3,4,"234","Others"
"16820.0","5","5023","1","497.61",2,2,3,"223","At Risk"
"15491.0","5","5023","7","3090.85",2,4,5,"245","Others"
"15364.0","5","5023","2","913.19",2,3,4,"234","Others"
"16551.0","5","5023","3","922.12",2,3,4,"234","Others"
"17309.0","5","5023","1","82.75",2,2,1,"221","At Risk"
"17560.0","6","5022","5","854.95",2,4,3,"243","Others"
"13130.0","6","5022","1","64.00",2,2,1,"221","At Risk"
"16400.0","6","5022","1","303.93",2,1,2,"212","At Risk"
"14208.0","6","5022","1","151.74",2,1,1,"211","At Risk"
"13122.0","6","5022","2","922.39",2,3,4,"234","Others"
"17339.0","6","5022","2","243.36",2,2,2,"222","At Risk"
"12461.0","6","5022","2","826.88",2,2,3,"223","At Risk"
"13158.0","6","5022","4","1201.06",2,4,4,"244","Others"
"15462.0","6","5022","3","234.60",2,3,2,"232","Others"
"16175.0","6","5022","4","1037.59",2,4,4,"244","Others"
"18093.0","7","5021","5","2083.42",2,4,5,"245","Others"
"16828.0","7","5021","2","128.50",2,3,1,"231","Others"
"13210.0","7","5021","1","353.48",2,1,2,"212","At Risk"
"15071.0","7","5021","2","982.07",2,3,4,"234","Others"
"16031.0","8","5020","2","548.94",2,2,3,"223","At Risk"
"13244.0","8","5020","1","121.74",2,1,1,"211","At Risk"
"12592.0","8","5020","2","437.60",2,2,2,"222","At Risk"
"15198.0","8","5020","2","193.64",2,2,1,"221","At Risk"
"15400.0","8","5020","6","666.70",2,4,3,"243","Others"
"13249.0","8","5020","3","711.41",2,3,3,"233","Others"
"18222.0","8","5020","1","443.00",2,2,2,"222","At Risk"
"14223.0","8","5020","4","975.23",2,4,4,"244","Others"
"13330.0","8","5020","3","1140.93",2,3,4,"234","Others"
"13848.0","8","5020","3","1255.00",2,3,4,"234","Others"
"15488.0","8","5020","1","91.32",2,2,1,"221","At Risk"
"15885.0","8","5020","3","379.35",2,3,2,"232","Others"
"15653.0","8","5020","2","877.44",2,3,3,"233","Others"
"13889.0","8","5020","1","416.90",2,2,2,"222","At Risk"
"12535.0","9","5019","2","716.35",2,2,3,"223","At Risk"
"16027.0","9","5019","7","852.12",2,5,3,"253","Others"
"14628.0","9","5019","2","671.96",2,3,3,"233","Others"
"13441.0","9","5019","1","296.64",2,1,2,"212","At Risk"
"15652.0","9","5019","1","337.74",2,1,2,"212","At Risk"
"16309.0","9","5019","3","686.67",2,3,3,"233","Others"
"14414.0","9","5019","8","1485.13",2,5,4,"254","Others"
"16723.0","9","5019","2","589.15",2,2,3,"223","At Risk"
"14210.0","9","5019","7","1900.89",2,5,4,"254","Others"
"15636.0","11","5017","2","724.76",2,2,3,"223","At Risk"
"16384.0","11","5017","2","584.50",2,2,3,"223","At Risk"
"16796.0","11","5017","1","305.62",2,1,2,"212","At Risk"
"15035.0","11","5017","1","252.73",2,1,2,"212","At Risk"
"18215.0","11","5017","1","299.34",2,1,2,"212","At Risk"
"13124.0","11","5017","3","3866.33",2,3,5,"235","Others"
"12635.0","11","5017","2","1689.18",2,2,4,"224","At Risk"
"12965.0","11","5017","1","771.91",2,2,3,"223","At Risk"
"13611.0","11","5017","4","1158.20",2,4,4,"244","Others"
"13372.0","11","5017","1","378.64",2,2,2,"222","At Risk"
"14212.0","11","5017","1","1070.48",2,1,4,"214","At Risk"
"18255.0","11","5017","1","103.30",2,1,1,"211","At Risk"
"15939.0","11","5017","16","6102.26",2,5,5,"255","Others"
"14837.0","11","5017","5","1641.20",2,4,4,"244","Others"
"12924.0","12","5016","5","929.95",2,4,4,"244","Others"
"16209.0","12","5016","5","2262.62",2,4,5,"245","Others"
"16475.0","12","5016","4","544.30",2,4,3,"243","Others"
"13850.0","12","5016","2","1586.81",2,2,4,"224","At Risk"
"15980.0","12","5016","3","2398.86",2,3,5,"235","Others"
"16141.0","12","5016","1","620.40",2,2,3,"223","At Risk"
"14500.0","12","5016","3","356.85",2,3,2,"232","Others"
"17919.0","12","5016","1","1304.04",2,1,4,"214","At Risk"
"15673.0","12","5016","4","2881.02",2,4,5,"245","Others"
"14307.0","12","5016","6","2995.72",2,4,5,"245","Others"
"14276.0","12","5016","5","1019.39",2,4,4,"244","Others"
"17433.0","12","5016","1","303.16",2,1,2,"212","At Risk"
"12884.0","12","5016","1","309.05",2,1,2,"212","At Risk"
"15996.0","12","5016","7","1044.78",2,5,4,"254","Others"
"16229.0","13","5015","2","1010.60",2,3,4,"234","Others"
"15216.0","13","5015","1","96.60",2,1,1,"211","At Risk"
"18251.0","13","5015","1","4314.72",2,1,5,"215","At Risk"
"16098.0","13","5015","7","2005.63",2,5,5,"255","Others"
"14163.0","13","5015","4","2445.91",2,4,5,"245","Others"
"15343.0","13","5015","1","364.50",2,1,2,"212","At Risk"
"16959.0","13","5015","1","117.35",2,1,1,"211","At Risk"
"16036.0","13","5015","2","758.92",2,2,3,"223","At Risk"
"14753.0","13","5015","1","563.15",2,2,3,"223","At Risk"
"16451.0","13","5015","1","266.97",2,1,2,"212","At Risk"
"17033.0","14","5014","3","1030.14",2,3,4,"234","Others"
"12756.0","14","5014","1","112.08",2,1,1,"211","At Risk"
"18173.0","14","5014","4","2106.84",2,4,5,"245","Others"
"14660.0","14","5014","2","285.74",2,2,2,"222","At Risk"
"17347.0","14","5014","1","228.96",2,1,1,"211","At Risk"
"17640.0","14","5014","1","621.66",2,2,3,"223","At Risk"
"13877.0","14","5014","1","117.24",2,1,1,"211","At Risk"
"16745.0","14","5014","18","7170.70",2,5,5,"255","Others"
"14915.0","15","5013","3","258.83",2,3,2,"232","Others"
"15466.0","15","5013","1","334.53",2,1,2,"212","At Risk"
"17333.0","15","5013","1","494.25",2,2,3,"223","At Risk"
"15417.0","15","5013","1","508.80",2,2,3,"223","At Risk"
"17846.0","15","5013","1","2033.10",2,2,5,"225","At Risk"
"14894.0","15","5013","1","655.75",2,2,3,"223","At Risk"
"13518.0","15","5013","1","659.44",2,2,3,"223","At Risk"
"17786.0","15","5013","2","278.74",2,2,2,"222","At Risk"
"14105.0","15","5013","2","1260.33",2,3,4,"234","Others"
"17594.0","15","5013","2","993.18",2,3,4,"234","Others"
"14420.0","15","5013","2","385.87",2,3,2,"232","Others"
"17898.0","15","5013","2","152.06",2,3,1,"231","Others"
"13931.0","15","5013","3","1230.93",2,3,4,"234","Others"
"17047.0","15","5013","3","1100.90",2,3,4,"234","Others"
"15205.0","15","5013","3","648.83",2,3,3,"233","Others"
"16048.0","15","5013","3","243.69",2,3,2,"232","Others"
"13539.0","15","5013","4","605.84",2,4,3,"243","Others"
"12616.0","15","5013","5","657.25",2,4,3,"243","Others"
"15122.0","15","5013","6","1612.13",2,4,4,"244","Others"
"12722.0","15","5013","6","904.33",2,4,3,"243","Others"
"13662.0","15","5013","7","879.08",2,4,3,"243","Others"
"12434.0","16","5012","4","765.19",2,4,3,"243","Others"
"14177.0","16","5012","5","554.46",2,4,3,"243","Others"
"12513.0","16","5012","2","586.79",2,2,3,"223","At Risk"
"16709.0","16","5012","5","3029.87",2,4,5,"245","Others"
"16108.0","16","5012","2","816.10",2,3,3,"233","Others"
"14124.0","16","5012","1","419.58",2,2,2,"222","At Risk"
"15975.0","16","5012","1","371.01",2,1,2,"212","At Risk"
"15523.0","16","5012","1","412.01",2,2,2,"222","At Risk"
"15410.0","16","5012","8","3450.84",2,5,5,"255","Others"
"15099.0","16","5012","1","410.48",2,2,2,"222","At Risk"
"13563.0","16","5012","2","777.53",2,3,3,"233","Others"
"12871.0","16","5012","2","380.64",2,3,2,"232","Others"
"13141.0","16","5012","6","2385.80",2,4,5,"245","Others"
"16370.0","18","5010","4","1320.56",2,4,4,"244","Others"
"13067.0","18","5010","1","115.46",2,1,1,"211","At Risk"
"15947.0","18","5010","1","1708.24",2,2,4,"224","At Risk"
"17802.0","18","5010","4","1251.84",2,4,4,"244","Others"
"13334.0","18","5010","3","3536.82",2,3,5,"235","Others"
"16211.0","19","5009","2","542.77",2,2,3,"223","At Risk"
"18017.0","19","5009","3","523.00",2,3,3,"233","Others"
"15504.0","19","5009","1","52.83",2,2,1,"221","At Risk"
"16428.0","19","5009","1","-2.95",2,2,1,"221","At Risk"
"15764.0","19","5009","10","3245.47",2,5,5,"255","Others"
"15675.0","19","5009","3","323.69",2,3,2,"232","Others"
"13375.0","19","5009","2","772.90",2,2,3,"223","At Risk"
"16906.0","19","5009","4","579.77",2,4,3,"243","Others"
"12752.0","19","5009","1","4366.78",2,1,5,"215","At Risk"
"16527.0","19","5009","1","228.06",2,1,1,"211","At Risk"
"18094.0","19","5009","7","3017.30",2,5,5,"255","Others"
"17848.0","19","5009","9","901.20",2,5,3,"253","Others"
"17628.0","19","5009","1","75.75",2,2,1,"221","At Risk"
"17058.0","19","5009","3","1179.89",2,3,4,"234","Others"
"13562.0","19","5009","3","1799.33",2,3,4,"234","Others"
"13228.0","19","5009","1","358.00",2,1,2,"212","At Risk"
"12497.0","19","5009","1","1043.10",2,1,4,"214","At Risk"
"13325.0","19","5009","1","675.30",2,2,3,"223","At Risk"
"12527.0","19","5009","3","348.71",2,3,2,"232","Others"
"13774.0","19","5009","1","345.00",2,1,2,"212","At Risk"
"12379.0","19","5009","3","850.29",2,3,3,"233","Others"
"18232.0","19","5009","5","582.47",2,4,3,"243","Others"
"16080.0","19","5009","3","176.60",2,3,1,"231","Others"
"15026.0","20","5008","3","469.00",2,3,3,"233","Others"
"16215.0","20","5008","1","242.35",2,1,2,"212","At Risk"
"14236.0","20","5008","2","490.86",2,2,3,"223","At Risk"
"13038.0","20","5008","3","908.46",2,3,3,"233","Others"
"16584.0","20","5008","3","908.03",2,3,3,"233","Others"
"16777.0","20","5008","2","226.35",2,2,1,"221","At Risk"
"17873.0","20","5008","6","1764.36",2,4,4,"244","Others"
"16624.0","20","5008","2","810.57",2,3,3,"233","Others"
"16928.0","20","5008","19","2781.50",2,5,5,"255","Others"
"13356.0","20","5008","1","768.24",2,2,3,"223","At Risk"
"15341.0","20","5008","1","2020.52",2,2,5,"225","At Risk"
"17475.0","21","5007","1","194.37",2,1,1,"211","At Risk"
"12550.0","21","5007","1","964.83",2,1,4,"214","At Risk"
"12390.0","21","5007","1","549.84",2,2,3,"223","At Risk"
"12520.0","21","5007","6","2582.51",2,4,5,"245","Others"
"12701.0","21","5007","2","797.71",2,3,3,"233","Others"
"15888.0","21","5007","2","141.27",2,3,1,"231","Others"
"15433.0","21","5007","3","417.87",2,3,2,"232","Others"
"13946.0","21","5007","3","561.57",2,3,3,"233","Others"
"17415.0","21","5007","1","507.84",2,2,3,"223","At Risk"
"16627.0","21","5007","1","322.80",2,1,2,"212","At Risk"
"14887.0","21","5007","1","1862.00",2,2,4,"224","At Risk"
"13959.0","21","5007","3","598.20",2,3,3,"233","Others"
"14951.0","21","5007","1","311.69",2,1,2,"212","At Risk"
"13908.0","21","5007","5","2347.05",2,4,5,"245","Others"
"17731.0","21","5007","5","878.20",2,4,3,"243","Others"
"12435.0","21","5007","2","7829.89",2,3,5,"235","Others"
"12604.0","21","5007","2","254.18",2,2,2,"222","At Risk"
"17079.0","22","5006","1","118.80",2,1,1,"211","At Risk"
"13529.0","22","5006","2","307.76",2,2,2,"222","At Risk"
"15810.0","22","5006","7","1145.43",2,5,4,"254","Others"
"16236.0","22","5006","1","432.20",2,2,2,"222","At Risk"
"16735.0","22","5006","7","2269.21",2,5,5,"255","Others"
"15067.0","22","5006","3","1744.76",2,3,4,"234","Others"
"12609.0","22","5006","3","1126.85",2,3,4,"234","Others"
"13486.0","22","5006","3","1122.41",2,3,4,"234","Others"
"14854.0","22","5006","8","2749.89",2,5,5,"255","Others"
"15603.0","22","5006","1","48.48",2,2,1,"221","At Risk"
"16715.0","22","5006","1","301.72",2,1,2,"212","At Risk"
"17460.0","22","5006","8","452.63",2,5,2,"252","Others"
"16984.0","22","5006","5","4392.42",2,4,5,"245","Others"
"12854.0","22","5006","5","1289.15",2,4,4,"244","Others"
"15201.0","22","5006","11","927.84",2,5,4,"254","Others"
"17311.0","22","5006","2","1384.85",2,2,4,"224","At Risk"
"12409.0","22","5006","7","11056.93",2,5,5,"255","Others"
"17027.0","22","5006","7","848.59",2,5,3,"253","Others"
"12739.0","22","5006","2","1013.04",2,3,4,"234","Others"
"16213.0","22","5006","1","159.00",2,1,1,"211","At Risk"
"17037.0","22","5006","2","1253.22",2,3,4,"234","Others"
"12930.0","22","5006","4","409.90",2,4,2,"242","Others"
"12425.0","22","5006","1","777.20",2,2,3,"223","At Risk"
"13220.0","22","5006","4","819.29",2,4,3,"243","Others"
"14038.0","22","5006","4","1554.48",2,4,4,"244","Others"
"16485.0","23","5005","1","363.65",2,1,2,"212","At Risk"
"14652.0","23","5005","1","114.18",2,1,1,"211","At Risk"
"13127.0","23","5005","1","259.17",2,1,2,"212","At Risk"
"14014.0","23","5005","1","505.18",2,2,3,"223","At Risk"
"12995.0","23","5005","2","200.72",2,2,1,"221","At Risk"
"15549.0","23","5005","4","1655.76",2,4,4,"244","Others"
"14880.0","23","5005","3","706.19",2,3,3,"233","Others"
"17388.0","23","5005","4","1259.56",2,4,4,"244","Others"
"15978.0","23","5005","1","1098.78",2,1,4,"214","At Risk"
"15475.0","23","5005","1","454.11",2,2,2,"222","At Risk"
"12516.0","23","5005","2","1312.06",2,3,4,"234","Others"
"15744.0","23","5005","1","34.80",2,2,1,"221","At Risk"
"13336.0","23","5005","1","795.12",2,2,3,"223","At Risk"
"18189.0","23","5005","3","1084.34",2,3,4,"234","Others"
"15075.0","23","5005","1","773.03",2,2,3,"223","At Risk"
"16872.0","23","5005","3","680.02",2,3,3,"233","Others"
"16978.0","23","5005","1","344.33",2,1,2,"212","At Risk"
"17154.0","25","5003","1","329.34",2,1,2,"212","At Risk"
"15366.0","25","5003","2","602.51",2,3,3,"233","Others"
"14561.0","25","5003","3","1080.76",2,3,4,"234","Others"
"14152.0","25","5003","3","611.09",2,3,3,"233","Others"
"17498.0","25","5003","1","272.22",2,1,2,"212","At Risk"
"13670.0","25","5003","1","349.70",2,1,2,"212","At Risk"
"16689.0","25","5003","3","303.26",2,3,2,"232","Others"
"16594.0","25","5003","1","181.09",2,1,1,"211","At Risk"
"12545.0","25","5003","2","1000.39",2,3,4,"234","Others"
"16342.0","25","5003","4","322.41",2,4,2,"242","Others"
