"customerid","last_purcahsed_day","recency","frequency","monetary"
"13339.0","23","5128","1","860.12"
"13340.0","25","4973","7","10736.48"
"13341.0","24","5188","1","775.85"
"13343.0","20","5100","2","303.93"
"13344.0","3","4995","3","2543.72"
"13345.0","8","5204","2","377.60"
"13347.0","30","4998","1","341.36"
"13348.0","6","4992","1","233.76"
"13349.0","29","4938","1","247.32"
"13350.0","23","4944","3","910.72"
"13351.0","4","4994","1","373.94"
"13352.0","2","4935","2","389.28"
"13354.0","29","4999","1","743.53"
"13355.0","9","5050","1","674.70"
"13356.0","20","5008","1","768.24"
"13357.0","27","5185","1","609.95"
"13358.0","16","5196","1","439.03"
"13359.0","11","4987","2","431.26"
"13362.0","6","4931","5","3085.49"
"13363.0","22","4945","2","992.50"
"13364.0","4","4994","2","0.00"
"13365.0","1","4936","3","2191.22"
"13366.0","20","4978","1","56.16"
"13368.0","28","5184","2","623.40"
"13369.0","20","5282","2","263.75"
"13370.0","8","5294","2","721.32"
"13372.0","11","5017","1","378.64"
"13373.0","10","4988","3","3312.25"
"13375.0","19","5009","2","772.90"
"13376.0","1","5027","3","1019.76"
"13379.0","13","4954","3","572.56"
"13381.0","18","4949","7","3626.81"
"13382.0","4","5208","1","222.99"
"13384.0","9","4958","9","4122.28"
"13385.0","14","5257","1","534.57"
"13388.0","10","5049","3","627.15"
"13389.0","28","4939","3","797.96"
"13390.0","26","5002","1","544.08"
"13391.0","20","5131","1","59.80"
"13394.0","8","4929","10","2312.80"
"13395.0","7","5113","1","307.72"
"13396.0","18","4949","4","1325.29"
"13397.0","28","5000","6","1539.18"
"13398.0","31","5120","1","457.34"
"13402.0","4","5055","2","621.23"
"13403.0","22","4945","1","75.00"
"13404.0","8","4929","2","252.49"
"13405.0","26","5002","3","572.45"
"13408.0","8","4929","81","27487.41"
"13410.0","1","4936","7","988.91"
"13411.0","24","5035","1","213.55"
"13414.0","29","5061","3","1390.50"
"13416.0","27","4971","2","712.50"
"13417.0","5","4932","2","640.83"
"13418.0","28","4939","23","5845.44"
"13419.0","7","4991","1","221.06"
"13420.0","28","5062","4","140.35"
"13421.0","30","4968","3","1848.98"
"13422.0","19","4979","2","2601.55"
"13425.0","23","5036","3","1624.21"
"13426.0","9","4928","12","3550.70"
"13427.0","20","4947","3","582.60"
"13428.0","29","4938","1","218.47"
"13429.0","29","4938","4","1006.80"
"13430.0","21","4946","4","648.69"
"13431.0","3","4995","2","1269.10"
"13434.0","26","5002","2","534.24"
"13435.0","4","4933","9","3794.49"
"13436.0","8","4929","1","196.89"
"13437.0","25","4942","7","3408.06"
"13439.0","29","5183","1","283.71"
"13441.0","9","5019","1","296.64"
"13447.0","16","4951","4","1104.23"
"13448.0","23","4944","10","3465.67"
"13449.0","16","4951","1","291.88"
"13450.0","13","4954","6","2043.72"
"13451.0","13","4954","6","2916.45"
"13452.0","25","5187","2","590.00"
"13453.0","27","5093","2","356.98"
"13455.0","15","4952","4","1007.35"
"13456.0","22","4945","7","1737.82"
"13458.0","2","4935","22","9537.92"
"13460.0","10","4957","2","183.44"
"13461.0","1","4966","3","1445.00"
"13462.0","9","5111","2","143.25"
"13464.0","12","4986","1","674.68"
"13466.0","31","5028","2","297.95"
"13467.0","29","4938","2","1083.71"
"13468.0","8","4929","41","5656.75"
"13470.0","1","5027","2","165.00"
"13471.0","8","4929","4","2531.58"
"13473.0","10","4988","3","417.54"
"13474.0","17","5164","1","229.59"
"13475.0","1","5119","4","1431.78"
"13476.0","14","5106","4","1092.77"
"13477.0","2","4965","8","1441.53"
"13479.0","25","5126","3","291.00"
"13481.0","25","4973","8","1776.81"
"13482.0","21","5160","1","184.64"
"13483.0","5","4993","1","140.34"
"13484.0","12","5169","1","313.80"
"13485.0","20","5161","1","454.24"
"13486.0","22","5006","3","1122.41"
"13487.0","13","4985","3","575.40"
"13488.0","22","4945","17","8910.61"
"13489.0","26","5033","4","449.52"
"13491.0","19","4979","10","1215.82"
"13492.0","26","5064","3","1269.84"
"13493.0","9","5203","2","618.63"
"13494.0","1","5239","1","316.26"
"13495.0","2","4935","6","1990.12"
"13496.0","29","4938","3","617.93"
"13497.0","2","5210","3","321.05"
"13499.0","22","4945","7","1146.96"
"13500.0","16","4951","4","1136.77"
"13501.0","11","5170","2","1310.47"
"13502.0","23","4944","3","292.00"
"13503.0","29","4999","1","216.85"
"13504.0","6","4992","1","295.93"
"13505.0","3","4995","8","4282.88"
"13506.0","31","5240","3","452.82"
"13507.0","6","4931","4","2479.16"
"13508.0","10","5171","1","110.97"
"13509.0","1","4936","7","979.72"
"13510.0","8","4929","5","1785.16"
"13512.0","24","5188","1","251.21"
"13513.0","5","5054","1","205.10"
"13514.0","27","5001","1","152.20"
"13515.0","28","5000","4","891.12"
"13516.0","18","4949","3","1389.41"
"13517.0","11","4987","5","2109.07"
"13518.0","15","5013","1","659.44"
"13519.0","20","4978","2","110.80"
"13520.0","12","4986","8","3487.75"
"13521.0","8","4929","3","1093.65"
"13522.0","9","4958","1","125.80"
"13523.0","6","4961","6","3755.38"
"13524.0","30","4968","5","680.18"
"13525.0","25","4942","2","628.78"
"13527.0","6","4961","8","2263.76"
"13529.0","22","5006","2","307.76"
"13531.0","18","5133","2","483.80"
"13532.0","6","4961","1","210.31"
"13533.0","10","5110","3","270.79"
"13534.0","7","4930","43","5613.08"
"13536.0","8","4929","7","3448.29"
"13538.0","27","4971","7","1280.85"
"13539.0","15","5013","4","605.84"
"13544.0","31","4967","2","291.41"
"13546.0","27","4940","3","626.99"
"13548.0","4","5024","2","682.41"
"13549.0","14","4953","8","916.12"
"13551.0","24","5247","1","91.80"
"13552.0","4","4994","16","3539.53"
"13555.0","27","5001","4","4149.28"
"13557.0","11","4956","2","584.06"
"13558.0","4","4933","4","605.06"
"13560.0","2","4935","1","174.37"
"13561.0","8","5143","1","141.86"
"13562.0","19","5009","3","1799.33"
"13563.0","16","5012","2","777.53"
"13564.0","18","5072","5","647.74"
"13565.0","20","4947","2","240.22"
"13566.0","30","4968","2","874.71"
"13568.0","19","5101","1","192.85"
"13569.0","22","4945","2","373.75"
"13570.0","10","5171","1","239.49"
"13571.0","27","4940","12","2092.32"
"13572.0","18","5133","1","1384.25"
"13573.0","20","4978","2","294.40"
"13575.0","16","4951","5","732.07"
"13576.0","29","4938","20","6703.30"
"13577.0","14","4953","5","1658.30"
"13579.0","25","4942","2","467.04"
"13581.0","3","5237","1","118.00"
"13583.0","7","5083","1","781.03"
"13584.0","6","5234","1","142.40"
"13587.0","8","4959","3","347.00"
"13588.0","24","4943","13","2445.12"
"13589.0","25","4942","2","379.65"
"13590.0","28","4939","7","1976.12"
"13591.0","6","4992","3","1117.13"
"13592.0","4","4963","4","247.96"
"13593.0","23","5036","6","1990.28"
"13594.0","18","4980","1","396.97"
"13596.0","4","4933","2","697.04"
"13598.0","23","4975","2","167.42"
"13599.0","8","4929","33","5030.60"
"13600.0","31","5240","1","219.52"
"13601.0","25","4973","2","693.32"
"13602.0","6","4992","1","428.89"
"13603.0","13","4954","1","164.34"
"13606.0","10","4957","3","280.54"
"13607.0","30","4968","1","678.01"
"13610.0","27","4940","9","1115.43"
"13611.0","11","5017","4","1158.20"
"13614.0","15","4952","4","1610.46"
"13615.0","31","5240","2","399.99"
"13617.0","30","4968","3","544.18"
"13618.0","19","5101","1","177.34"
"13621.0","15","5044","1","213.85"
"13623.0","9","4958","7","672.44"
"13626.0","1","5180","1","257.23"
"13627.0","11","4987","7","1624.02"
"13629.0","16","4951","11","7792.36"
"13630.0","4","4933","11","1995.68"
"13631.0","1","5027","12","3021.77"
"13632.0","15","4952","6","2117.02"
"13634.0","6","4961","5","1575.16"
"13635.0","3","4995","1","1071.03"
"13636.0","3","4964","6","941.62"
"13637.0","18","4980","3","810.50"
"13638.0","24","4943","1","122.64"
"13639.0","26","5002","1","1033.34"
"13642.0","8","5143","1","354.80"
"13643.0","8","4959","3","519.44"
"13644.0","1","4936","5","2597.52"
"13645.0","11","5048","1","252.10"
"13647.0","30","4937","5","1670.22"
"13649.0","28","5184","2","346.60"
"13650.0","23","4944","7","1809.34"
"13651.0","4","4963","2","94.20"
"13652.0","25","4973","3","1095.08"
"13654.0","27","4971","6","2707.33"
"13655.0","17","5042","2","932.97"
"13656.0","28","5092","2","379.65"
"13657.0","29","4938","2","382.14"
"13658.0","30","4937","7","2421.47"
"13659.0","26","5125","3","1550.85"
"13662.0","15","5013","7","879.08"
"13663.0","13","5107","1","189.47"
"13666.0","10","4988","3","84.65"
"13667.0","13","5077","1","305.02"
"13668.0","7","4930","29","6216.07"
"13669.0","20","4978","2","218.55"
"13670.0","25","5003","1","349.70"
"13672.0","11","5229","6","-71.46"
"13673.0","21","4946","2","396.92"
"13675.0","11","5079","2","486.82"
"13678.0","11","5079","1","232.60"
"13680.0","8","4929","5","2202.31"
"13681.0","22","4945","4","827.83"
"13682.0","5","5115","1","59.50"
"13684.0","27","5213","2","64.23"
"13685.0","7","4930","7","3119.44"
"13686.0","10","5110","1","72.00"
"13689.0","7","4991","1","910.00"
"13690.0","11","4987","1","172.25"
"13692.0","15","4952","5","1466.87"
"13693.0","18","5253","2","-32.00"
"13694.0","6","4931","60","62653.10"
"13695.0","8","4959","15","2504.13"
"13697.0","1","4966","1","151.30"
"13699.0","7","5083","1","308.58"
"13700.0","13","4954","10","2265.12"
"13703.0","25","5246","1","99.50"
"13704.0","4","4933","10","2295.31"
"13705.0","2","4935","3","711.86"
"13706.0","10","5230","1","330.79"
"13707.0","17","5195","2","806.41"
"13708.0","13","5199","1","296.88"
"13709.0","6","4931","17","6249.11"
"13710.0","8","4959","1","180.48"
"13711.0","5","5146","2","252.06"
"13712.0","7","5174","1","228.84"
"13715.0","3","5209","8","1053.94"
"13716.0","15","5197","1","138.28"
"13717.0","7","4960","7","1432.26"
"13718.0","7","5174","2","306.55"
"13719.0","24","4943","5","1041.68"
"13720.0","15","5044","4","799.90"
"13721.0","3","4964","1","524.14"
"13722.0","11","5048","4","2369.16"
"13723.0","6","5145","1","199.85"
"13725.0","21","4977","11","1809.81"
"13726.0","1","4966","2","1079.66"
"13727.0","11","4956","2","333.48"
"13728.0","3","4964","6","1016.14"
"13730.0","27","5063","2","752.60"
"13731.0","4","5147","2","610.59"
"13732.0","11","4956","1","491.86"
"13735.0","15","4952","8","2766.18"
"13736.0","4","4933","3","724.00"
"13737.0","23","5128","1","339.60"
"13739.0","21","4946","1","216.90"
"13740.0","13","5168","1","350.75"
"13741.0","29","4999","4","666.33"
"13742.0","23","4944","14","3102.42"
"13743.0","7","4930","8","1340.15"
"13744.0","5","5023","2","1156.36"
"13745.0","11","5079","2","291.54"
"13747.0","1","5301","1","79.60"
"13748.0","5","5023","5","948.25"
"13750.0","17","4981","5","1647.26"
"13751.0","24","5216","1","296.25"
"13752.0","7","5052","6","1186.28"
"13753.0","25","5215","1","741.26"
"13754.0","11","5079","2","282.60"
"13755.0","6","4931","10","2154.68"
"13756.0","7","4930","15","5145.12"
"13758.0","28","4939","7","3190.55"
"13759.0","6","4961","2","659.41"
"13760.0","16","4982","2","286.79"
"13761.0","20","4978","2","1070.65"
"13762.0","19","5132","2","0.00"
"13763.0","7","4991","3","1689.46"
"13764.0","30","4998","3","1521.76"
"13767.0","7","4930","52","16945.71"
"13769.0","7","4930","16","2771.87"
"13771.0","6","4992","5","2631.70"
"13772.0","6","4961","3","1132.13"
"13774.0","19","5009","1","345.00"
"13777.0","9","4928","41","25748.35"
"13778.0","28","5031","1","178.70"
"13780.0","2","4935","2","360.01"
"13781.0","3","5178","1","127.84"
"13782.0","27","4940","6","912.00"
"13784.0","30","4937","11","2462.79"
"13786.0","7","5295","1","230.40"
"13787.0","25","5003","2","309.04"
"13790.0","5","4932","1","348.80"
"13791.0","27","4971","3","1047.68"
"13792.0","4","4994","2","195.55"
"13798.0","8","4929","63","36351.42"
"13799.0","15","5044","2","688.86"
"13800.0","3","5237","1","558.32"
"13801.0","4","4994","1","324.80"
"13802.0","24","5066","6","3906.27"
"13803.0","29","5183","1","277.07"
"13804.0","9","4958","7","2635.79"
"13805.0","18","4980","2","924.60"
"13806.0","7","4991","1","256.38"
"13807.0","7","5295","1","112.60"
"13808.0","4","4933","5","1747.66"
"13809.0","7","5233","1","155.05"
"13810.0","11","4956","4","899.51"
"13811.0","9","5111","4","591.75"
"13812.0","28","4970","3","539.00"
"13813.0","31","4967","5","1353.41"
"13814.0","14","4984","3","1562.12"
"13815.0","17","4950","5","4014.91"
"13816.0","16","4951","4","555.04"
"13817.0","10","4957","2","382.98"
"13819.0","11","5229","3","1140.35"
"13821.0","18","5072","2","385.64"
"13822.0","4","4933","2","632.00"
"13823.0","21","4946","2","957.66"
"13824.0","7","4960","5","1698.94"
"13826.0","4","5086","2","174.65"
"13827.0","13","4985","3","412.05"
"13828.0","17","4950","1","209.49"
"13829.0","15","5287","1","-102.00"
"13831.0","23","4944","6","2202.99"
"13832.0","22","4945","2","40.95"
"13833.0","3","5087","1","384.80"
"13835.0","14","4953","4","834.57"
"13837.0","12","5139","2","271.24"
"13838.0","4","4933","4","691.73"
"13841.0","1","5180","1","85.00"
"13842.0","12","4986","9","3385.62"
"13844.0","28","4939","1","361.62"
"13845.0","6","4992","1","312.98"
"13846.0","15","4952","4","847.61"
"13848.0","8","5020","3","1255.00"
"13849.0","19","4979","2","1537.95"
"13850.0","12","5016","2","1586.81"
"13851.0","5","5023","3","2651.46"
"13853.0","1","4936","2","1056.94"
"13854.0","1","4936","29","8025.02"
"13856.0","24","5096","5","363.40"
"13858.0","13","4985","1","216.17"
"13859.0","17","5254","1","201.16"
"13860.0","8","4929","6","1240.00"
"13862.0","21","4946","10","2187.31"
"13863.0","8","5173","2","299.56"
"13865.0","12","4986","4","501.56"
"13866.0","26","5002","1","145.67"
"13867.0","8","4959","3","1015.29"
"13868.0","2","4935","2","3192.54"
"13869.0","8","5051","4","3104.95"
"13870.0","7","4930","10","2751.25"
"13871.0","17","4950","14","6389.80"
"13873.0","12","5047","4","381.70"
"13874.0","16","5286","1","540.45"
"13875.0","17","4981","5","1786.79"
"13876.0","7","4991","1","122.70"
"13877.0","14","5014","1","117.24"
"13878.0","16","4982","1","1281.53"
"13880.0","18","4949","13","3219.77"
"13881.0","6","4931","22","16989.52"
"13882.0","7","4930","6","1131.28"
"13883.0","8","4929","9","2538.75"
"13884.0","2","4935","6","781.30"
"13885.0","3","5117","2","506.80"
"13886.0","29","4999","1","243.56"
"13887.0","19","5132","1","349.55"
"13888.0","12","5047","2","605.63"
"13889.0","8","5020","1","416.90"
"13890.0","8","4929","14","1860.86"
"13892.0","13","4954","4","632.97"
"13893.0","15","5225","1","821.10"
"13894.0","17","4950","5","535.97"
"13895.0","18","4949","5","2588.12"
"13897.0","20","4978","1","311.16"
"13898.0","18","5253","1","155.93"
"13899.0","23","4944","2","388.52"
"13900.0","9","5111","3","740.95"
"13901.0","28","5000","5","2867.20"
"13904.0","2","4965","2","332.64"
"13908.0","21","5007","5","2347.05"
"13911.0","13","4985","9","2580.91"
"13914.0","6","4931","3","613.95"
"13917.0","21","4977","2","272.04"
"13918.0","21","4977","2","1212.84"
"13919.0","17","4981","3","350.16"
"13922.0","23","5279","1","172.25"
"13923.0","17","4981","1","351.13"
"13924.0","8","4929","11","1682.08"
"13925.0","3","4964","6","616.65"
"13926.0","16","4951","1","223.85"
"13927.0","26","5002","1","348.99"
"13928.0","29","4938","4","464.57"
"13929.0","23","5097","3","802.85"
"13930.0","13","4985","2","337.34"
"13931.0","15","5013","3","1230.93"
"13932.0","18","5222","1","307.40"
"13933.0","22","5037","2","608.79"
"13934.0","21","5191","1","922.10"
"13936.0","21","5099","2","361.28"
"13937.0","23","5097","1","158.85"
"13938.0","4","4963","1","71.66"
"13939.0","16","4951","4","556.75"
"13940.0","22","4945","4","839.14"
"13941.0","18","4949","7","4912.41"
"13946.0","21","5007","3","561.57"
"13947.0","5","4993","1","90.60"
"13948.0","14","5288","1","102.00"
"13949.0","7","4930","6","2427.32"
"13950.0","28","4939","5","728.56"
"13951.0","16","5104","3","674.45"
"13952.0","12","5139","3","3246.09"
"13953.0","2","4935","7","3515.68"
"13954.0","8","4929","3","378.59"
"13955.0","8","5082","2","322.96"
"13956.0","4","4933","5","1026.42"
"13958.0","2","5300","1","-102.45"
"13959.0","21","5007","3","598.20"
"13960.0","18","4949","2","230.22"
"13962.0","18","4949","2","169.55"
"13963.0","4","5236","4","664.54"
"13967.0","17","5073","1","80.70"
"13969.0","2","4935","20","8986.69"
"13971.0","1","4936","11","2702.22"
"13972.0","30","4998","2","190.25"
"13973.0","25","5215","1","264.70"
"13974.0","21","4977","1","413.59"
"13975.0","8","4959","7","2503.23"
"13976.0","17","5134","1","357.98"
"13978.0","25","4942","2","196.79"
"13979.0","27","5001","1","869.87"
"13980.0","10","4988","1","200.14"
"13982.0","31","4967","5","1861.11"
"13983.0","10","4957","13","2590.46"
"13984.0","13","4954","6","488.03"
"13985.0","5","4932","16","7024.53"
"13986.0","22","4945","1","320.46"
"13988.0","20","4947","9","4098.80"
"13989.0","5","4993","2","1266.08"
"13990.0","10","5141","1","311.30"
"13991.0","27","4940","7","850.63"
"13992.0","9","4958","1","76.80"
"13993.0","7","4960","12","3409.66"
"13994.0","6","4931","6","2313.14"
"13995.0","24","4943","6","1383.49"
"13999.0","29","4938","15","3865.26"
"14000.0","17","5134","2","633.71"
"14001.0","25","4973","4","2030.33"
"14002.0","28","5062","2","529.73"
"14004.0","27","4971","7","4582.64"
"14005.0","30","4937","5","2874.72"
"14006.0","16","5043","3","962.19"
"14009.0","25","5126","3","685.93"
"14012.0","7","5205","1","328.80"
"14013.0","21","5038","3","473.02"
"14014.0","23","5005","1","505.18"
"14015.0","18","4980","1","917.34"
"14016.0","8","5082","5","4328.46"
"14019.0","24","4974","4","1398.96"
"14020.0","23","4944","2","642.80"
"14021.0","7","5083","3","631.90"
"14022.0","28","5153","1","440.00"
"14023.0","2","4935","2","584.07"
"14024.0","10","5049","2","327.70"
"14027.0","10","4988","1","104.82"
"14029.0","7","4991","2","467.66"
"14030.0","21","4946","8","2360.09"
"14031.0","2","4935","23","14634.64"
"14032.0","7","4930","18","2929.84"
"14034.0","17","4950","4","512.02"
"14035.0","11","4956","5","1428.02"
"14036.0","28","5212","1","626.65"
"14037.0","16","5104","2","147.20"
"14038.0","22","5006","4","1554.48"
"14039.0","6","4961","1","152.20"
"14040.0","30","4968","15","3542.19"
"14041.0","18","5194","1","141.41"
"14044.0","13","4954","4","652.82"
"14045.0","22","5037","4","1659.75"
"14046.0","28","5212","1","154.99"
"14047.0","1","4936","7","1290.01"
"14048.0","7","5205","2","375.13"
"14049.0","23","4944","6","5639.15"
"14050.0","8","4959","2","746.36"
"14051.0","9","4928","26","15477.34"
"14052.0","20","4947","1","225.36"
"14053.0","7","5052","2","260.25"
"14054.0","5","4993","1","92.46"
"14055.0","25","5034","1","725.64"
"14056.0","8","4929","29","8124.40"
"14057.0","16","4951","18","6147.40"
"14059.0","18","5194","1","183.60"
"14060.0","5","4932","20","6135.38"
"14062.0","30","4937","12","10464.85"
"14064.0","10","4957","7","1188.32"
"14066.0","18","5194","1","152.55"
"14067.0","7","4991","2","374.70"
"14068.0","23","5248","1","265.85"
"14071.0","6","4931","9","1307.41"
"14073.0","18","4949","2","139.54"
"14075.0","5","4932","3","942.26"
"14076.0","2","5057","1","122.47"
"14077.0","30","4968","5","499.42"
"14078.0","30","5029","6","1049.37"
"14079.0","7","5052","1","375.10"
"14080.0","7","4960","1","45.60"
"14081.0","17","5195","4","904.67"
"14082.0","10","5292","1","182.25"
"14083.0","5","4932","9","1018.43"
"14085.0","7","4930","19","4435.79"
"14087.0","7","4930","2","181.67"
"14088.0","29","4938","14","50415.49"
"14089.0","14","4984","1","161.00"
"14090.0","19","5252","1","76.32"
"14092.0","2","4935","17","4063.10"
"14093.0","27","4940","1","442.85"
"14096.0","5","4932","34","57120.91"
"14098.0","3","4964","1","147.35"
"14099.0","23","4944","12","3092.97"
"14100.0","25","5065","1","194.90"
"14101.0","27","5001","6","5976.79"
"14102.0","4","4933","8","1314.73"
"14104.0","8","5082","2","216.21"
"14105.0","15","5013","2","1260.33"
"14107.0","19","4979","8","2688.48"
"14108.0","9","4958","3","594.16"
"14109.0","16","4951","2","80.20"
"14110.0","6","4931","13","5669.65"
"14111.0","25","4942","5","688.60"
"14112.0","17","4950","12","2774.17"
"14113.0","6","4931","8","1377.92"
"14114.0","11","5201","2","386.53"
"14116.0","20","4947","5","1382.74"
"14117.0","19","5071","1","90.00"
"14119.0","20","5282","1","-19.90"
"14121.0","6","4931","6","2740.30"
"14124.0","16","5012","1","419.58"
"14125.0","29","4938","3","2740.43"
"14126.0","2","4935","4","643.63"
"14127.0","9","5050","3","709.71"
"14128.0","10","4988","2","637.50"
"14129.0","8","4929","5","1123.86"
"14130.0","24","5247","1","483.86"
"14132.0","7","4930","12","3580.13"
"14133.0","2","5057","5","590.34"
"14135.0","8","4929","15","4690.31"
"14138.0","8","4929","2","982.38"
"14139.0","24","4974","1","415.82"
"14140.0","6","4931","3","920.05"
"14141.0","7","4930","6","879.03"
"14142.0","1","5301","1","311.81"
"14143.0","29","5061","1","115.80"
"14145.0","24","4974","5","3148.20"
"14146.0","1","4936","6","2949.57"
"14147.0","21","4977","3","468.40"
"14148.0","20","5161","1","157.20"
"14149.0","11","5140","3","259.43"
"14150.0","4","4963","2","658.64"
"14152.0","25","5003","3","611.09"
"14154.0","14","5167","2","1345.62"
"14155.0","18","5194","1","118.75"
"14156.0","30","4937","66","113384.14"
"14157.0","20","4947","3","400.43"
"14158.0","30","4968","1","507.66"
"14159.0","20","4947","14","4678.30"
"14161.0","8","5143","3","1110.52"
"14162.0","19","5101","2","289.36"
"14163.0","13","5015","4","2445.91"
"14164.0","30","4998","2","1631.77"
"14165.0","9","5203","1","122.54"
"14167.0","31","4967","4","574.84"
"14171.0","2","5026","1","363.79"
"14173.0","29","4938","4","450.84"
"14174.0","6","4961","1","134.46"
"14175.0","19","4979","7","3108.06"
"14176.0","15","5225","5","574.00"
"14177.0","16","5012","5","554.46"
"14178.0","1","4936","7","1620.93"
"14179.0","30","4968","2","719.78"
"14180.0","29","4938","31","4640.77"
"14184.0","4","4994","1","452.89"
"14185.0","12","5259","1","197.65"
"14188.0","1","4936","10","2018.91"
"14189.0","7","4930","24","4604.31"
"14191.0","8","4929","14","4660.01"
"14193.0","3","4995","2","853.39"
"14194.0","5","4932","32","11216.75"
"14195.0","22","5129","3","962.70"
"14196.0","25","5034","1","335.52"
"14198.0","5","4932","7","663.50"
"14199.0","5","5146","1","185.40"
"14201.0","10","4988","9","688.04"
"14204.0","7","4930","1","161.03"
"14205.0","29","4938","4","218.78"
"14206.0","14","5167","2","308.26"
"14208.0","6","5022","1","151.74"
"14209.0","29","4938","7","2067.13"
"14210.0","9","5019","7","1900.89"
"14211.0","17","4981","13","2208.30"
"14212.0","11","5017","1","1070.48"
"14213.0","3","5299","1","-1192.20"
"14214.0","9","4958","7","1000.23"
"14215.0","28","4939","7","1777.92"
"14216.0","6","4931","4","1839.30"
"14217.0","8","4929","24","1925.36"
"14218.0","28","4970","1","169.48"
"14219.0","5","4932","1","89.94"
"14220.0","6","5175","2","632.40"
"14221.0","28","4970","10","3427.85"
"14222.0","15","5105","1","683.17"
"14223.0","8","5020","4","975.23"
"14224.0","21","5038","4","1050.12"
"14226.0","11","4956","7","2201.64"
"14227.0","13","4954","15","3315.71"
"14229.0","19","4979","5","1450.60"
"14231.0","13","5107","5","822.06"
"14232.0","8","4959","8","2043.93"
"14233.0","27","4971","5","1447.51"
"14234.0","17","4950","4","775.46"
"14235.0","29","4938","6","3093.86"
"14236.0","20","5008","2","490.86"
"14237.0","1","5301","1","161.00"
"14238.0","17","5254","1","146.85"
"14239.0","27","4971","13","2323.50"
"14240.0","9","4958","2","890.34"
"14241.0","9","5111","1","213.70"
"14242.0","19","5162","2","280.55"
"14243.0","1","4936","14","2535.88"
"14245.0","16","5104","5","1677.48"
"14246.0","21","5038","3","1474.06"
"14247.0","6","5206","1","136.77"
"14248.0","25","5246","1","302.58"
"14250.0","2","4935","3","1904.05"
"14251.0","8","4929","5","2879.70"
"14256.0","30","5182","3","935.06"
"14257.0","19","4979","6","3087.27"
"14258.0","30","4937","10","12650.08"
"14259.0","21","5069","1","120.00"
"14261.0","20","4978","2","1163.45"
"14262.0","1","4936","8","2618.23"
"14264.0","8","5082","3","319.47"
"14265.0","22","5037","2","530.18"
"14267.0","12","5078","7","1279.09"
"14270.0","12","5259","1","492.65"
"14271.0","28","5153","1","112.32"
"14272.0","27","5001","2","437.96"
"14273.0","19","4979","4","559.97"
"14276.0","12","5016","5","1019.39"
"14277.0","24","4943","4","3957.00"
"14280.0","27","5124","1","134.04"
"14282.0","6","4931","15","3729.34"
"14284.0","9","4958","3","578.45"
"14285.0","18","4949","4","1910.01"
"14286.0","16","4951","5","4595.81"
"14287.0","1","4936","4","151.23"
"14288.0","11","5140","2","413.85"
"14289.0","1","4936","6","911.26"
"14290.0","28","4939","6","2307.45"
"14291.0","8","4929","12","3873.30"
"14292.0","2","4935","14","4819.33"
"14293.0","6","4931","4","1046.56"
"14295.0","30","4968","2","154.70"
"14297.0","22","4945","6","1284.06"
"14298.0","6","4931","45","50862.44"
"14299.0","1","4936","18","2855.35"
"14300.0","21","4946","1","43.20"
"14301.0","24","5035","2","632.04"
"14304.0","1","5150","2","197.10"
"14305.0","29","4999","5","1803.76"
"14306.0","19","4979","3","2083.42"
"14307.0","12","5016","6","2995.72"
"14309.0","1","4936","10","2319.68"
"14311.0","28","5153","2","229.71"
"14312.0","24","4974","6","1611.59"
"14314.0","25","5034","1","120.00"
"14315.0","18","4949","7","2456.98"
"14317.0","6","4992","1","508.58"
"14320.0","17","5134","3","343.11"
"14321.0","29","4938","5","1530.75"
"14323.0","17","5042","4","574.26"
"14326.0","19","5162","2","166.85"
"14327.0","29","5091","1","311.65"
"14329.0","1","4936","14","4928.74"
"14331.0","7","5052","2","462.66"
"14332.0","17","4950","3","866.31"
"14333.0","6","4992","2","351.45"
"14334.0","23","4944","9","2539.46"
"14335.0","23","4944","2","468.26"
"14336.0","23","4944","4","1614.91"
"14338.0","4","5086","4","554.22"
"14339.0","19","5162","4","289.91"
"14340.0","5","5146","1","134.70"
"14341.0","25","4973","9","2166.38"
"14342.0","18","4949","6","607.71"
"14344.0","4","5055","8","889.93"
"14345.0","1","4966","1","108.98"
"14346.0","11","5048","2","1021.58"
"14348.0","24","5188","1","409.57"
"14349.0","29","4938","1","133.50"
"14350.0","14","5198","2","258.70"
"14351.0","28","5092","1","51.00"
"14352.0","5","5085","4","1078.96"
"14353.0","8","5143","1","90.60"
"14354.0","4","4933","2","163.62"
"14355.0","9","5293","1","174.40"
"14356.0","10","4988","4","666.94"
"14357.0","27","4971","1","225.77"
"14359.0","20","4947","6","882.58"
"14360.0","8","4959","4","2128.23"
"14362.0","17","4950","1","161.20"
"14364.0","23","5036","8","3717.35"
"14367.0","1","4936","19","9167.82"
"14368.0","24","5247","1","155.00"
"14371.0","17","5223","1","100.50"
"14373.0","16","5286","1","76.55"
"14375.0","7","5113","1","257.68"
"14377.0","1","5119","2","617.05"
"14379.0","26","4972","2","348.10"
"14381.0","18","4980","1","202.68"
"14382.0","13","4954","1","626.07"
"14383.0","1","4966","3","1247.69"
"14385.0","30","4937","3","202.11"
"14386.0","16","5224","1","142.40"
"14387.0","7","4960","3","1770.56"
"14388.0","1","4936","10","3172.04"
"14389.0","1","4936","5","999.72"
"14390.0","29","4938","13","4592.47"
"14393.0","5","5146","1","67.95"
"14395.0","7","4930","12","3471.91"
"14396.0","5","4993","2","487.99"
